method,num_clusters,pca_dim,alpha,top1_acc,top5_acc,seed,arch,w_bits,a_bits
no_restoration,,,,63.67799758911133,,1000,regnetx_600m,2,4
restoration,1.0,50.0,0.6,63.718,86.2,1000,regnetx_600m,2,4
restoration,8.0,50.0,0.6,63.868,86.204,1000,regnetx_600m,2,4
restoration,16.0,50.0,0.6,63.852,86.202,1000,regnetx_600m,2,4
restoration,24.0,50.0,0.6,63.798,86.236,1000,regnetx_600m,2,4
restoration,32.0,50.0,0.6,63.856,86.208,1000,regnetx_600m,2,4
restoration,48.0,50.0,0.6,63.852,86.268,1000,regnetx_600m,2,4
restoration,64.0,50.0,0.6,63.872,86.268,1000,regnetx_600m,2,4
restoration,96.0,50.0,0.6,63.9,86.246,1000,regnetx_600m,2,4
restoration,128.0,50.0,0.6,63.81,86.226,1000,regnetx_600m,2,4
restoration,192.0,50.0,0.6,63.856,86.3,1000,regnetx_600m,2,4
restoration,256.0,50.0,0.6,63.86,86.23,1000,regnetx_600m,2,4
