method,num_clusters,pca_dim,alpha,top1_acc,top5_acc,seed,arch,w_bits,a_bits
no_restoration,,,,"tensor(63.8560, device='cuda:0')",,6,regnetx_600m,2,4
restoration,56.0,40.0,0.5,62.192,85.702,6,regnetx_600m,2,4
