method,num_clusters,pca_dim,alpha,top1_acc,top5_acc,seed,arch,w_bits,a_bits
no_restoration,,,,"tensor(28.1500, device='cuda:0')",,4,mnasnet,2,2
restoration,1.0,1.0,0.4,28.178,54.984,4,mnasnet,2,2
