method,num_clusters,pca_dim,alpha,top1_acc,top5_acc,seed,arch,w_bits,a_bits
no_restoration,,,,"tensor(13.6080, device='cuda:0')",,4,mobilenetv2,2,2
restoration,1.0,1.0,0.4,13.8,33.252,4,mobilenetv2,2,2
