method,num_clusters,pca_dim,alpha,top1_acc,top5_acc,seed,arch,w_bits,a_bits
no_restoration,,,,"tensor(51.5340, device='cuda:0')",,7,regnetx_600m,4,2
restoration,1.0,1.0,0.2,51.578,77.182,7,regnetx_600m,4,2
