method,num_clusters,pca_dim,alpha,top1_acc,top5_acc,seed,arch,w_bits,a_bits
no_restoration,,,,40.85199737548828,,1002,regnetx_600m,2,2
restoration,64.0,1.0,0.6,41.3,68.826,1002,regnetx_600m,2,2
restoration,64.0,5.0,0.6,41.382,69.002,1002,regnetx_600m,2,2
restoration,64.0,10.0,0.6,41.558,68.946,1002,regnetx_600m,2,2
restoration,64.0,15.0,0.6,41.476,68.956,1002,regnetx_600m,2,2
restoration,64.0,20.0,0.6,41.484,69.014,1002,regnetx_600m,2,2
restoration,64.0,25.0,0.6,41.492,68.958,1002,regnetx_600m,2,2
restoration,64.0,30.0,0.6,41.488,68.93,1002,regnetx_600m,2,2
restoration,64.0,35.0,0.6,41.426,69.008,1002,regnetx_600m,2,2
restoration,64.0,40.0,0.6,41.424,68.964,1002,regnetx_600m,2,2
restoration,64.0,45.0,0.6,41.458,68.914,1002,regnetx_600m,2,2
restoration,64.0,50.0,0.6,41.45,68.966,1002,regnetx_600m,2,2
restoration,64.0,55.0,0.6,41.4,68.958,1002,regnetx_600m,2,2
restoration,64.0,60.0,0.6,41.426,68.902,1002,regnetx_600m,2,2
restoration,64.0,65.0,0.6,41.466,68.96,1002,regnetx_600m,2,2
restoration,64.0,70.0,0.6,41.46,68.946,1002,regnetx_600m,2,2
restoration,64.0,75.0,0.6,41.474,68.968,1002,regnetx_600m,2,2
restoration,64.0,80.0,0.6,41.466,68.958,1002,regnetx_600m,2,2
restoration,64.0,85.0,0.6,41.478,68.974,1002,regnetx_600m,2,2
restoration,64.0,90.0,0.6,41.314,68.936,1002,regnetx_600m,2,2
restoration,64.0,95.0,0.6,41.398,68.866,1002,regnetx_600m,2,2
restoration,64.0,100.0,0.6,41.424,68.946,1002,regnetx_600m,2,2
restoration,64.0,105.0,0.6,41.408,68.938,1002,regnetx_600m,2,2
restoration,64.0,110.0,0.6,41.474,68.932,1002,regnetx_600m,2,2
restoration,64.0,115.0,0.6,41.354,68.944,1002,regnetx_600m,2,2
restoration,64.0,120.0,0.6,41.428,68.96,1002,regnetx_600m,2,2
restoration,64.0,125.0,0.6,41.454,68.99,1002,regnetx_600m,2,2
restoration,64.0,130.0,0.6,41.358,68.908,1002,regnetx_600m,2,2
restoration,64.0,135.0,0.6,41.502,68.984,1002,regnetx_600m,2,2
restoration,64.0,140.0,0.6,41.39,68.88,1002,regnetx_600m,2,2
restoration,64.0,145.0,0.6,41.388,68.898,1002,regnetx_600m,2,2
restoration,64.0,150.0,0.6,41.468,68.922,1002,regnetx_600m,2,2
restoration,64.0,155.0,0.6,41.476,68.878,1002,regnetx_600m,2,2
restoration,64.0,160.0,0.6,41.502,68.952,1002,regnetx_600m,2,2
restoration,64.0,165.0,0.6,41.384,68.996,1002,regnetx_600m,2,2
restoration,64.0,170.0,0.6,41.502,68.894,1002,regnetx_600m,2,2
restoration,64.0,175.0,0.6,41.392,68.96,1002,regnetx_600m,2,2
restoration,64.0,180.0,0.6,41.466,68.922,1002,regnetx_600m,2,2
restoration,64.0,185.0,0.6,41.522,68.946,1002,regnetx_600m,2,2
restoration,64.0,190.0,0.6,41.462,68.902,1002,regnetx_600m,2,2
restoration,64.0,195.0,0.6,41.386,68.91,1002,regnetx_600m,2,2
restoration,64.0,200.0,0.6,41.458,68.888,1002,regnetx_600m,2,2
restoration,64.0,205.0,0.6,41.428,68.938,1002,regnetx_600m,2,2
restoration,64.0,210.0,0.6,41.376,68.912,1002,regnetx_600m,2,2
restoration,64.0,215.0,0.6,41.506,68.912,1002,regnetx_600m,2,2
restoration,64.0,220.0,0.6,41.436,68.876,1002,regnetx_600m,2,2
