method,num_clusters,pca_dim,alpha,top1_acc,top5_acc,seed,arch,w_bits,a_bits
no_restoration,,,,55.13800048828125,,1002,mobilenetv2,2,4
restoration,64.0,1.0,0.6,55.134,79.754,1002,mobilenetv2,2,4
restoration,64.0,5.0,0.6,55.068,79.704,1002,mobilenetv2,2,4
restoration,64.0,10.0,0.6,55.11,79.716,1002,mobilenetv2,2,4
restoration,64.0,15.0,0.6,55.136,79.712,1002,mobilenetv2,2,4
restoration,64.0,20.0,0.6,55.108,79.684,1002,mobilenetv2,2,4
restoration,64.0,25.0,0.6,55.044,79.664,1002,mobilenetv2,2,4
restoration,64.0,30.0,0.6,55.028,79.686,1002,mobilenetv2,2,4
restoration,64.0,35.0,0.6,54.952,79.678,1002,mobilenetv2,2,4
restoration,64.0,40.0,0.6,54.966,79.73,1002,mobilenetv2,2,4
restoration,64.0,45.0,0.6,54.99,79.7,1002,mobilenetv2,2,4
restoration,64.0,50.0,0.6,54.974,79.672,1002,mobilenetv2,2,4
restoration,64.0,55.0,0.6,55.04,79.714,1002,mobilenetv2,2,4
restoration,64.0,60.0,0.6,54.952,79.714,1002,mobilenetv2,2,4
restoration,64.0,65.0,0.6,54.998,79.688,1002,mobilenetv2,2,4
restoration,64.0,70.0,0.6,54.912,79.694,1002,mobilenetv2,2,4
restoration,64.0,75.0,0.6,54.934,79.73,1002,mobilenetv2,2,4
restoration,64.0,80.0,0.6,54.946,79.712,1002,mobilenetv2,2,4
restoration,64.0,85.0,0.6,54.95,79.704,1002,mobilenetv2,2,4
restoration,64.0,90.0,0.6,54.966,79.7,1002,mobilenetv2,2,4
restoration,64.0,95.0,0.6,54.954,79.66,1002,mobilenetv2,2,4
restoration,64.0,100.0,0.6,54.946,79.622,1002,mobilenetv2,2,4
restoration,64.0,105.0,0.6,54.914,79.756,1002,mobilenetv2,2,4
restoration,64.0,110.0,0.6,54.92,79.7,1002,mobilenetv2,2,4
restoration,64.0,115.0,0.6,54.932,79.698,1002,mobilenetv2,2,4
restoration,64.0,120.0,0.6,54.918,79.608,1002,mobilenetv2,2,4
restoration,64.0,125.0,0.6,54.924,79.728,1002,mobilenetv2,2,4
restoration,64.0,130.0,0.6,54.88,79.676,1002,mobilenetv2,2,4
restoration,64.0,135.0,0.6,54.954,79.668,1002,mobilenetv2,2,4
restoration,64.0,140.0,0.6,54.988,79.708,1002,mobilenetv2,2,4
restoration,64.0,145.0,0.6,54.98,79.698,1002,mobilenetv2,2,4
restoration,64.0,150.0,0.6,54.924,79.684,1002,mobilenetv2,2,4
restoration,64.0,155.0,0.6,54.962,79.706,1002,mobilenetv2,2,4
restoration,64.0,160.0,0.6,54.946,79.668,1002,mobilenetv2,2,4
restoration,64.0,165.0,0.6,54.988,79.698,1002,mobilenetv2,2,4
restoration,64.0,170.0,0.6,54.96,79.66,1002,mobilenetv2,2,4
restoration,64.0,175.0,0.6,54.95,79.726,1002,mobilenetv2,2,4
restoration,64.0,180.0,0.6,55.008,79.704,1002,mobilenetv2,2,4
restoration,64.0,185.0,0.6,54.972,79.666,1002,mobilenetv2,2,4
restoration,64.0,190.0,0.6,54.95,79.708,1002,mobilenetv2,2,4
restoration,64.0,195.0,0.6,54.958,79.66,1002,mobilenetv2,2,4
restoration,64.0,200.0,0.6,55.0,79.628,1002,mobilenetv2,2,4
restoration,64.0,205.0,0.6,54.968,79.686,1002,mobilenetv2,2,4
restoration,64.0,210.0,0.6,54.92,79.612,1002,mobilenetv2,2,4
restoration,64.0,215.0,0.6,54.912,79.672,1002,mobilenetv2,2,4
restoration,64.0,220.0,0.6,55.0,79.7,1002,mobilenetv2,2,4
