method,num_clusters,pca_dim,alpha,top1_acc,top5_acc,seed,arch,w_bits,a_bits
no_restoration,,,,63.06399917602539,,1001,mnasnet,2,4
restoration,64.0,1.0,0.6,63.666,85.954,1001,mnasnet,2,4
restoration,64.0,5.0,0.6,63.762,85.992,1001,mnasnet,2,4
restoration,64.0,10.0,0.6,63.758,86.058,1001,mnasnet,2,4
restoration,64.0,15.0,0.6,63.694,86.096,1001,mnasnet,2,4
restoration,64.0,20.0,0.6,63.772,85.986,1001,mnasnet,2,4
restoration,64.0,25.0,0.6,63.746,85.976,1001,mnasnet,2,4
restoration,64.0,30.0,0.6,63.68,86.014,1001,mnasnet,2,4
restoration,64.0,35.0,0.6,63.788,85.984,1001,mnasnet,2,4
restoration,64.0,40.0,0.6,63.678,85.942,1001,mnasnet,2,4
restoration,64.0,45.0,0.6,63.746,85.984,1001,mnasnet,2,4
restoration,64.0,50.0,0.6,63.636,86.014,1001,mnasnet,2,4
restoration,64.0,55.0,0.6,63.632,85.966,1001,mnasnet,2,4
restoration,64.0,60.0,0.6,63.734,86.006,1001,mnasnet,2,4
restoration,64.0,65.0,0.6,63.756,85.94,1001,mnasnet,2,4
restoration,64.0,70.0,0.6,63.73,85.962,1001,mnasnet,2,4
restoration,64.0,75.0,0.6,63.65,85.984,1001,mnasnet,2,4
restoration,64.0,80.0,0.6,63.654,85.934,1001,mnasnet,2,4
restoration,64.0,85.0,0.6,63.696,86.008,1001,mnasnet,2,4
restoration,64.0,90.0,0.6,63.718,86.016,1001,mnasnet,2,4
restoration,64.0,95.0,0.6,63.73,85.966,1001,mnasnet,2,4
restoration,64.0,100.0,0.6,63.7,86.016,1001,mnasnet,2,4
restoration,64.0,105.0,0.6,63.592,86.014,1001,mnasnet,2,4
restoration,64.0,110.0,0.6,63.788,85.964,1001,mnasnet,2,4
restoration,64.0,115.0,0.6,63.778,85.982,1001,mnasnet,2,4
restoration,64.0,120.0,0.6,63.708,86.032,1001,mnasnet,2,4
restoration,64.0,125.0,0.6,63.638,86.012,1001,mnasnet,2,4
restoration,64.0,130.0,0.6,63.72,85.994,1001,mnasnet,2,4
restoration,64.0,135.0,0.6,63.698,86.01,1001,mnasnet,2,4
restoration,64.0,140.0,0.6,63.704,86.092,1001,mnasnet,2,4
restoration,64.0,145.0,0.6,63.67,86.04,1001,mnasnet,2,4
restoration,64.0,150.0,0.6,63.672,86.064,1001,mnasnet,2,4
restoration,64.0,155.0,0.6,63.684,86.066,1001,mnasnet,2,4
restoration,64.0,160.0,0.6,63.762,86.016,1001,mnasnet,2,4
restoration,64.0,165.0,0.6,63.736,85.98,1001,mnasnet,2,4
restoration,64.0,170.0,0.6,63.71,85.982,1001,mnasnet,2,4
restoration,64.0,175.0,0.6,63.574,85.986,1001,mnasnet,2,4
restoration,64.0,180.0,0.6,63.63,85.966,1001,mnasnet,2,4
restoration,64.0,185.0,0.6,63.694,85.96,1001,mnasnet,2,4
restoration,64.0,190.0,0.6,63.68,86.006,1001,mnasnet,2,4
restoration,64.0,195.0,0.6,63.702,86.058,1001,mnasnet,2,4
restoration,64.0,200.0,0.6,63.686,86.01,1001,mnasnet,2,4
restoration,64.0,205.0,0.6,63.692,86.008,1001,mnasnet,2,4
restoration,64.0,210.0,0.6,63.722,86.04,1001,mnasnet,2,4
restoration,64.0,215.0,0.6,63.724,86.0,1001,mnasnet,2,4
restoration,64.0,220.0,0.6,63.722,86.008,1001,mnasnet,2,4
