method,num_clusters,pca_dim,alpha,top1_acc,top5_acc,seed,arch,w_bits,a_bits
no_restoration,,,,13.927999496459961,,1001,mobilenetv2,2,2
restoration,64.0,1.0,0.6,13.888,33.038,1001,mobilenetv2,2,2
restoration,64.0,5.0,0.6,14.138,33.506,1001,mobilenetv2,2,2
restoration,64.0,10.0,0.6,14.256,33.422,1001,mobilenetv2,2,2
restoration,64.0,15.0,0.6,14.262,33.386,1001,mobilenetv2,2,2
restoration,64.0,20.0,0.6,14.158,33.43,1001,mobilenetv2,2,2
restoration,64.0,25.0,0.6,14.268,33.512,1001,mobilenetv2,2,2
restoration,64.0,30.0,0.6,14.23,33.49,1001,mobilenetv2,2,2
restoration,64.0,35.0,0.6,14.196,33.592,1001,mobilenetv2,2,2
restoration,64.0,40.0,0.6,14.182,33.482,1001,mobilenetv2,2,2
restoration,64.0,45.0,0.6,14.156,33.612,1001,mobilenetv2,2,2
restoration,64.0,50.0,0.6,14.102,33.53,1001,mobilenetv2,2,2
restoration,64.0,55.0,0.6,14.172,33.58,1001,mobilenetv2,2,2
restoration,64.0,60.0,0.6,14.084,33.476,1001,mobilenetv2,2,2
restoration,64.0,65.0,0.6,14.144,33.464,1001,mobilenetv2,2,2
restoration,64.0,70.0,0.6,14.206,33.476,1001,mobilenetv2,2,2
restoration,64.0,75.0,0.6,14.142,33.552,1001,mobilenetv2,2,2
restoration,64.0,80.0,0.6,14.144,33.544,1001,mobilenetv2,2,2
restoration,64.0,85.0,0.6,14.118,33.55,1001,mobilenetv2,2,2
restoration,64.0,90.0,0.6,14.14,33.442,1001,mobilenetv2,2,2
restoration,64.0,95.0,0.6,14.124,33.574,1001,mobilenetv2,2,2
restoration,64.0,100.0,0.6,14.136,33.426,1001,mobilenetv2,2,2
restoration,64.0,105.0,0.6,14.18,33.528,1001,mobilenetv2,2,2
restoration,64.0,110.0,0.6,14.142,33.49,1001,mobilenetv2,2,2
restoration,64.0,115.0,0.6,14.168,33.444,1001,mobilenetv2,2,2
restoration,64.0,120.0,0.6,14.172,33.546,1001,mobilenetv2,2,2
restoration,64.0,125.0,0.6,14.138,33.528,1001,mobilenetv2,2,2
restoration,64.0,130.0,0.6,14.092,33.588,1001,mobilenetv2,2,2
restoration,64.0,135.0,0.6,14.116,33.474,1001,mobilenetv2,2,2
restoration,64.0,140.0,0.6,14.204,33.58,1001,mobilenetv2,2,2
restoration,64.0,145.0,0.6,14.188,33.554,1001,mobilenetv2,2,2
restoration,64.0,150.0,0.6,14.202,33.502,1001,mobilenetv2,2,2
restoration,64.0,155.0,0.6,14.11,33.492,1001,mobilenetv2,2,2
restoration,64.0,160.0,0.6,14.274,33.584,1001,mobilenetv2,2,2
restoration,64.0,165.0,0.6,14.164,33.504,1001,mobilenetv2,2,2
restoration,64.0,170.0,0.6,14.156,33.538,1001,mobilenetv2,2,2
restoration,64.0,175.0,0.6,14.098,33.514,1001,mobilenetv2,2,2
restoration,64.0,180.0,0.6,14.104,33.574,1001,mobilenetv2,2,2
restoration,64.0,185.0,0.6,14.114,33.57,1001,mobilenetv2,2,2
restoration,64.0,190.0,0.6,14.176,33.582,1001,mobilenetv2,2,2
restoration,64.0,195.0,0.6,14.126,33.494,1001,mobilenetv2,2,2
restoration,64.0,200.0,0.6,14.096,33.524,1001,mobilenetv2,2,2
restoration,64.0,205.0,0.6,14.182,33.496,1001,mobilenetv2,2,2
restoration,64.0,210.0,0.6,14.196,33.424,1001,mobilenetv2,2,2
restoration,64.0,215.0,0.6,14.19,33.534,1001,mobilenetv2,2,2
restoration,64.0,220.0,0.6,14.084,33.48,1001,mobilenetv2,2,2
