method,num_clusters,pca_dim,alpha,top1_acc,top5_acc,seed,arch,w_bits,a_bits
no_restoration,,,,28.09000015258789,,1001,mnasnet,2,2
restoration,64.0,1.0,0.6,28.922,55.7,1001,mnasnet,2,2
restoration,64.0,5.0,0.6,29.128,55.762,1001,mnasnet,2,2
restoration,64.0,10.0,0.6,29.068,55.87,1001,mnasnet,2,2
restoration,64.0,15.0,0.6,29.11,55.792,1001,mnasnet,2,2
restoration,64.0,20.0,0.6,29.15,55.826,1001,mnasnet,2,2
restoration,64.0,25.0,0.6,29.2,55.718,1001,mnasnet,2,2
restoration,64.0,30.0,0.6,29.366,55.802,1001,mnasnet,2,2
restoration,64.0,35.0,0.6,29.242,55.744,1001,mnasnet,2,2
restoration,64.0,40.0,0.6,29.26,55.762,1001,mnasnet,2,2
restoration,64.0,45.0,0.6,29.17,55.702,1001,mnasnet,2,2
restoration,64.0,50.0,0.6,29.304,55.816,1001,mnasnet,2,2
restoration,64.0,55.0,0.6,29.292,55.82,1001,mnasnet,2,2
restoration,64.0,60.0,0.6,29.226,55.82,1001,mnasnet,2,2
restoration,64.0,65.0,0.6,29.208,55.95,1001,mnasnet,2,2
restoration,64.0,70.0,0.6,29.232,55.786,1001,mnasnet,2,2
restoration,64.0,75.0,0.6,29.214,55.758,1001,mnasnet,2,2
restoration,64.0,80.0,0.6,29.136,55.762,1001,mnasnet,2,2
restoration,64.0,85.0,0.6,29.186,55.842,1001,mnasnet,2,2
restoration,64.0,90.0,0.6,29.196,55.866,1001,mnasnet,2,2
restoration,64.0,95.0,0.6,29.22,55.866,1001,mnasnet,2,2
restoration,64.0,100.0,0.6,29.208,55.822,1001,mnasnet,2,2
restoration,64.0,105.0,0.6,29.156,55.796,1001,mnasnet,2,2
restoration,64.0,110.0,0.6,29.184,55.862,1001,mnasnet,2,2
restoration,64.0,115.0,0.6,29.246,55.826,1001,mnasnet,2,2
restoration,64.0,120.0,0.6,29.236,55.812,1001,mnasnet,2,2
restoration,64.0,125.0,0.6,29.192,55.756,1001,mnasnet,2,2
restoration,64.0,130.0,0.6,29.21,55.902,1001,mnasnet,2,2
restoration,64.0,135.0,0.6,29.232,55.816,1001,mnasnet,2,2
restoration,64.0,140.0,0.6,29.23,55.88,1001,mnasnet,2,2
restoration,64.0,145.0,0.6,29.246,55.828,1001,mnasnet,2,2
restoration,64.0,150.0,0.6,29.154,55.866,1001,mnasnet,2,2
restoration,64.0,155.0,0.6,29.206,55.818,1001,mnasnet,2,2
restoration,64.0,160.0,0.6,29.208,55.836,1001,mnasnet,2,2
restoration,64.0,165.0,0.6,29.216,55.802,1001,mnasnet,2,2
restoration,64.0,170.0,0.6,29.194,55.844,1001,mnasnet,2,2
restoration,64.0,175.0,0.6,29.224,55.83,1001,mnasnet,2,2
restoration,64.0,180.0,0.6,29.272,55.926,1001,mnasnet,2,2
restoration,64.0,185.0,0.6,29.248,55.838,1001,mnasnet,2,2
restoration,64.0,190.0,0.6,29.238,55.796,1001,mnasnet,2,2
restoration,64.0,195.0,0.6,29.218,55.808,1001,mnasnet,2,2
restoration,64.0,200.0,0.6,29.146,55.796,1001,mnasnet,2,2
restoration,64.0,205.0,0.6,29.226,55.826,1001,mnasnet,2,2
restoration,64.0,210.0,0.6,29.232,55.884,1001,mnasnet,2,2
restoration,64.0,215.0,0.6,29.14,55.814,1001,mnasnet,2,2
restoration,64.0,220.0,0.6,29.204,55.86,1001,mnasnet,2,2
