method,num_clusters,pca_dim,alpha,top1_acc,top5_acc,seed,arch,w_bits,a_bits
no_restoration,,,,73.25599670410156,,1001,mnasnet,4,4
restoration,64.0,1.0,0.6,73.342,91.506,1001,mnasnet,4,4
restoration,64.0,5.0,0.6,73.316,91.536,1001,mnasnet,4,4
restoration,64.0,10.0,0.6,73.35,91.478,1001,mnasnet,4,4
restoration,64.0,15.0,0.6,73.342,91.47,1001,mnasnet,4,4
restoration,64.0,20.0,0.6,73.312,91.482,1001,mnasnet,4,4
restoration,64.0,25.0,0.6,73.288,91.48,1001,mnasnet,4,4
restoration,64.0,30.0,0.6,73.364,91.486,1001,mnasnet,4,4
restoration,64.0,35.0,0.6,73.278,91.466,1001,mnasnet,4,4
restoration,64.0,40.0,0.6,73.272,91.504,1001,mnasnet,4,4
restoration,64.0,45.0,0.6,73.256,91.478,1001,mnasnet,4,4
restoration,64.0,50.0,0.6,73.284,91.484,1001,mnasnet,4,4
restoration,64.0,55.0,0.6,73.298,91.504,1001,mnasnet,4,4
restoration,64.0,60.0,0.6,73.252,91.48,1001,mnasnet,4,4
restoration,64.0,65.0,0.6,73.28,91.492,1001,mnasnet,4,4
restoration,64.0,70.0,0.6,73.286,91.488,1001,mnasnet,4,4
restoration,64.0,75.0,0.6,73.288,91.486,1001,mnasnet,4,4
restoration,64.0,80.0,0.6,73.326,91.488,1001,mnasnet,4,4
restoration,64.0,85.0,0.6,73.236,91.478,1001,mnasnet,4,4
restoration,64.0,90.0,0.6,73.302,91.472,1001,mnasnet,4,4
restoration,64.0,95.0,0.6,73.268,91.466,1001,mnasnet,4,4
restoration,64.0,100.0,0.6,73.256,91.458,1001,mnasnet,4,4
restoration,64.0,105.0,0.6,73.296,91.496,1001,mnasnet,4,4
restoration,64.0,110.0,0.6,73.288,91.488,1001,mnasnet,4,4
restoration,64.0,115.0,0.6,73.266,91.478,1001,mnasnet,4,4
restoration,64.0,120.0,0.6,73.322,91.446,1001,mnasnet,4,4
restoration,64.0,125.0,0.6,73.278,91.458,1001,mnasnet,4,4
restoration,64.0,130.0,0.6,73.334,91.474,1001,mnasnet,4,4
restoration,64.0,135.0,0.6,73.258,91.498,1001,mnasnet,4,4
restoration,64.0,140.0,0.6,73.29,91.486,1001,mnasnet,4,4
restoration,64.0,145.0,0.6,73.294,91.486,1001,mnasnet,4,4
restoration,64.0,150.0,0.6,73.308,91.478,1001,mnasnet,4,4
restoration,64.0,155.0,0.6,73.298,91.444,1001,mnasnet,4,4
restoration,64.0,160.0,0.6,73.362,91.476,1001,mnasnet,4,4
restoration,64.0,165.0,0.6,73.336,91.486,1001,mnasnet,4,4
restoration,64.0,170.0,0.6,73.318,91.478,1001,mnasnet,4,4
restoration,64.0,175.0,0.6,73.246,91.458,1001,mnasnet,4,4
restoration,64.0,180.0,0.6,73.31,91.486,1001,mnasnet,4,4
restoration,64.0,185.0,0.6,73.308,91.472,1001,mnasnet,4,4
restoration,64.0,190.0,0.6,73.29,91.466,1001,mnasnet,4,4
restoration,64.0,195.0,0.6,73.35,91.502,1001,mnasnet,4,4
restoration,64.0,200.0,0.6,73.306,91.49,1001,mnasnet,4,4
restoration,64.0,205.0,0.6,73.318,91.502,1001,mnasnet,4,4
restoration,64.0,210.0,0.6,73.316,91.444,1001,mnasnet,4,4
restoration,64.0,215.0,0.6,73.332,91.46,1001,mnasnet,4,4
restoration,64.0,220.0,0.6,73.35,91.49,1001,mnasnet,4,4
