method,num_clusters,pca_dim,alpha,top1_acc,top5_acc,seed,arch,w_bits,a_bits
no_restoration,,,,63.33399963378906,,1000,mnasnet,2,4
restoration,64.0,1.0,0.6,63.79,86.2,1000,mnasnet,2,4
restoration,64.0,5.0,0.6,63.836,86.176,1000,mnasnet,2,4
restoration,64.0,10.0,0.6,63.958,86.168,1000,mnasnet,2,4
restoration,64.0,15.0,0.6,63.984,86.236,1000,mnasnet,2,4
restoration,64.0,20.0,0.6,63.98,86.194,1000,mnasnet,2,4
restoration,64.0,25.0,0.6,63.978,86.202,1000,mnasnet,2,4
restoration,64.0,30.0,0.6,63.856,86.2,1000,mnasnet,2,4
restoration,64.0,35.0,0.6,63.88,86.16,1000,mnasnet,2,4
restoration,64.0,40.0,0.6,63.876,86.114,1000,mnasnet,2,4
restoration,64.0,45.0,0.6,63.914,86.13,1000,mnasnet,2,4
restoration,64.0,50.0,0.6,63.96,86.198,1000,mnasnet,2,4
restoration,64.0,55.0,0.6,63.85,86.156,1000,mnasnet,2,4
restoration,64.0,60.0,0.6,63.816,86.212,1000,mnasnet,2,4
restoration,64.0,65.0,0.6,63.838,86.208,1000,mnasnet,2,4
restoration,64.0,70.0,0.6,63.88,86.216,1000,mnasnet,2,4
restoration,64.0,75.0,0.6,63.844,86.218,1000,mnasnet,2,4
restoration,64.0,80.0,0.6,63.76,86.212,1000,mnasnet,2,4
restoration,64.0,85.0,0.6,63.882,86.172,1000,mnasnet,2,4
restoration,64.0,90.0,0.6,63.88,86.188,1000,mnasnet,2,4
restoration,64.0,95.0,0.6,63.85,86.122,1000,mnasnet,2,4
restoration,64.0,100.0,0.6,63.84,86.18,1000,mnasnet,2,4
restoration,64.0,105.0,0.6,63.834,86.188,1000,mnasnet,2,4
restoration,64.0,110.0,0.6,63.848,86.182,1000,mnasnet,2,4
restoration,64.0,115.0,0.6,63.806,86.16,1000,mnasnet,2,4
restoration,64.0,120.0,0.6,63.82,86.168,1000,mnasnet,2,4
restoration,64.0,125.0,0.6,63.888,86.162,1000,mnasnet,2,4
restoration,64.0,130.0,0.6,63.858,86.148,1000,mnasnet,2,4
restoration,64.0,135.0,0.6,63.862,86.144,1000,mnasnet,2,4
restoration,64.0,140.0,0.6,63.82,86.204,1000,mnasnet,2,4
restoration,64.0,145.0,0.6,63.88,86.19,1000,mnasnet,2,4
restoration,64.0,150.0,0.6,63.802,86.206,1000,mnasnet,2,4
restoration,64.0,155.0,0.6,63.91,86.122,1000,mnasnet,2,4
restoration,64.0,160.0,0.6,63.84,86.17,1000,mnasnet,2,4
restoration,64.0,165.0,0.6,63.856,86.12,1000,mnasnet,2,4
restoration,64.0,170.0,0.6,63.842,86.142,1000,mnasnet,2,4
restoration,64.0,175.0,0.6,63.84,86.158,1000,mnasnet,2,4
restoration,64.0,180.0,0.6,63.864,86.178,1000,mnasnet,2,4
restoration,64.0,185.0,0.6,63.772,86.2,1000,mnasnet,2,4
restoration,64.0,190.0,0.6,63.84,86.218,1000,mnasnet,2,4
restoration,64.0,195.0,0.6,63.812,86.232,1000,mnasnet,2,4
restoration,64.0,200.0,0.6,63.842,86.144,1000,mnasnet,2,4
restoration,64.0,205.0,0.6,63.894,86.15,1000,mnasnet,2,4
restoration,64.0,210.0,0.6,63.802,86.164,1000,mnasnet,2,4
restoration,64.0,215.0,0.6,63.852,86.156,1000,mnasnet,2,4
restoration,64.0,220.0,0.6,63.872,86.182,1000,mnasnet,2,4
