method,num_clusters,pca_dim,alpha,top1_acc,top5_acc,seed,arch,w_bits,a_bits
no_restoration,,,,70.98999786376953,,1002,regnetx_600m,4,4
restoration,64.0,1.0,0.6,70.958,90.052,1002,regnetx_600m,4,4
restoration,64.0,5.0,0.6,70.984,90.02,1002,regnetx_600m,4,4
restoration,64.0,10.0,0.6,71.016,90.034,1002,regnetx_600m,4,4
restoration,64.0,15.0,0.6,70.952,90.034,1002,regnetx_600m,4,4
restoration,64.0,20.0,0.6,70.96,90.03,1002,regnetx_600m,4,4
restoration,64.0,25.0,0.6,70.974,90.028,1002,regnetx_600m,4,4
restoration,64.0,30.0,0.6,70.96,90.034,1002,regnetx_600m,4,4
restoration,64.0,35.0,0.6,70.938,90.032,1002,regnetx_600m,4,4
restoration,64.0,40.0,0.6,70.954,90.04,1002,regnetx_600m,4,4
restoration,64.0,45.0,0.6,70.926,90.062,1002,regnetx_600m,4,4
restoration,64.0,50.0,0.6,70.952,90.048,1002,regnetx_600m,4,4
restoration,64.0,55.0,0.6,70.916,90.034,1002,regnetx_600m,4,4
restoration,64.0,60.0,0.6,70.924,90.03,1002,regnetx_600m,4,4
restoration,64.0,65.0,0.6,70.938,90.044,1002,regnetx_600m,4,4
restoration,64.0,70.0,0.6,70.942,90.026,1002,regnetx_600m,4,4
restoration,64.0,75.0,0.6,70.976,90.038,1002,regnetx_600m,4,4
restoration,64.0,80.0,0.6,70.988,90.038,1002,regnetx_600m,4,4
restoration,64.0,85.0,0.6,70.942,90.034,1002,regnetx_600m,4,4
restoration,64.0,90.0,0.6,70.94,90.036,1002,regnetx_600m,4,4
restoration,64.0,95.0,0.6,70.972,90.028,1002,regnetx_600m,4,4
restoration,64.0,100.0,0.6,70.98,90.038,1002,regnetx_600m,4,4
restoration,64.0,105.0,0.6,70.948,90.048,1002,regnetx_600m,4,4
restoration,64.0,110.0,0.6,70.972,90.034,1002,regnetx_600m,4,4
restoration,64.0,115.0,0.6,70.986,90.034,1002,regnetx_600m,4,4
restoration,64.0,120.0,0.6,70.982,90.014,1002,regnetx_600m,4,4
restoration,64.0,125.0,0.6,70.95,90.064,1002,regnetx_600m,4,4
restoration,64.0,130.0,0.6,70.97,90.046,1002,regnetx_600m,4,4
restoration,64.0,135.0,0.6,70.932,90.05,1002,regnetx_600m,4,4
restoration,64.0,140.0,0.6,70.954,90.04,1002,regnetx_600m,4,4
restoration,64.0,145.0,0.6,70.956,90.026,1002,regnetx_600m,4,4
restoration,64.0,150.0,0.6,70.954,90.042,1002,regnetx_600m,4,4
restoration,64.0,155.0,0.6,70.972,90.036,1002,regnetx_600m,4,4
restoration,64.0,160.0,0.6,70.996,90.03,1002,regnetx_600m,4,4
restoration,64.0,165.0,0.6,71.0,90.04,1002,regnetx_600m,4,4
restoration,64.0,170.0,0.6,70.954,90.018,1002,regnetx_600m,4,4
restoration,64.0,175.0,0.6,70.966,90.042,1002,regnetx_600m,4,4
restoration,64.0,180.0,0.6,70.942,90.03,1002,regnetx_600m,4,4
restoration,64.0,185.0,0.6,70.956,90.034,1002,regnetx_600m,4,4
restoration,64.0,190.0,0.6,70.968,90.052,1002,regnetx_600m,4,4
restoration,64.0,195.0,0.6,70.928,90.03,1002,regnetx_600m,4,4
restoration,64.0,200.0,0.6,70.938,90.042,1002,regnetx_600m,4,4
restoration,64.0,205.0,0.6,70.932,90.016,1002,regnetx_600m,4,4
restoration,64.0,210.0,0.6,70.972,90.052,1002,regnetx_600m,4,4
restoration,64.0,215.0,0.6,70.954,90.038,1002,regnetx_600m,4,4
restoration,64.0,220.0,0.6,70.962,90.014,1002,regnetx_600m,4,4
