method,num_clusters,pca_dim,alpha,top1_acc,top5_acc,seed,arch,w_bits,a_bits
no_restoration,,,,20.746000289916992,,1000,mobilenetv2,4,2
restoration,64.0,1.0,0.6,20.69,43.484,1000,mobilenetv2,4,2
restoration,64.0,5.0,0.6,20.872,43.606,1000,mobilenetv2,4,2
restoration,64.0,10.0,0.6,20.968,43.786,1000,mobilenetv2,4,2
restoration,64.0,15.0,0.6,20.964,43.82,1000,mobilenetv2,4,2
restoration,64.0,20.0,0.6,20.936,43.844,1000,mobilenetv2,4,2
restoration,64.0,25.0,0.6,20.862,43.946,1000,mobilenetv2,4,2
restoration,64.0,30.0,0.6,20.922,43.922,1000,mobilenetv2,4,2
restoration,64.0,35.0,0.6,20.92,43.986,1000,mobilenetv2,4,2
restoration,64.0,40.0,0.6,20.936,43.856,1000,mobilenetv2,4,2
restoration,64.0,45.0,0.6,20.878,43.914,1000,mobilenetv2,4,2
restoration,64.0,50.0,0.6,20.924,43.774,1000,mobilenetv2,4,2
restoration,64.0,55.0,0.6,20.924,43.764,1000,mobilenetv2,4,2
restoration,64.0,60.0,0.6,20.862,43.788,1000,mobilenetv2,4,2
restoration,64.0,65.0,0.6,20.954,43.806,1000,mobilenetv2,4,2
restoration,64.0,70.0,0.6,20.948,43.83,1000,mobilenetv2,4,2
restoration,64.0,75.0,0.6,20.934,43.772,1000,mobilenetv2,4,2
restoration,64.0,80.0,0.6,20.962,43.852,1000,mobilenetv2,4,2
restoration,64.0,85.0,0.6,20.81,43.766,1000,mobilenetv2,4,2
restoration,64.0,90.0,0.6,20.958,43.828,1000,mobilenetv2,4,2
restoration,64.0,95.0,0.6,20.942,43.822,1000,mobilenetv2,4,2
restoration,64.0,100.0,0.6,20.976,43.804,1000,mobilenetv2,4,2
restoration,64.0,105.0,0.6,20.928,43.804,1000,mobilenetv2,4,2
restoration,64.0,110.0,0.6,20.916,43.766,1000,mobilenetv2,4,2
restoration,64.0,115.0,0.6,20.924,43.828,1000,mobilenetv2,4,2
restoration,64.0,120.0,0.6,20.916,43.816,1000,mobilenetv2,4,2
restoration,64.0,125.0,0.6,20.98,43.85,1000,mobilenetv2,4,2
restoration,64.0,130.0,0.6,20.84,43.89,1000,mobilenetv2,4,2
restoration,64.0,135.0,0.6,20.86,43.692,1000,mobilenetv2,4,2
restoration,64.0,140.0,0.6,20.874,43.804,1000,mobilenetv2,4,2
restoration,64.0,145.0,0.6,20.888,43.716,1000,mobilenetv2,4,2
restoration,64.0,150.0,0.6,20.922,43.814,1000,mobilenetv2,4,2
restoration,64.0,155.0,0.6,20.812,43.876,1000,mobilenetv2,4,2
restoration,64.0,160.0,0.6,20.982,43.868,1000,mobilenetv2,4,2
restoration,64.0,165.0,0.6,20.732,43.8,1000,mobilenetv2,4,2
restoration,64.0,170.0,0.6,20.9,43.822,1000,mobilenetv2,4,2
restoration,64.0,175.0,0.6,20.83,43.838,1000,mobilenetv2,4,2
restoration,64.0,180.0,0.6,20.854,43.814,1000,mobilenetv2,4,2
restoration,64.0,185.0,0.6,20.914,43.796,1000,mobilenetv2,4,2
restoration,64.0,190.0,0.6,20.874,43.822,1000,mobilenetv2,4,2
restoration,64.0,195.0,0.6,20.792,43.846,1000,mobilenetv2,4,2
restoration,64.0,200.0,0.6,20.834,43.742,1000,mobilenetv2,4,2
restoration,64.0,205.0,0.6,20.806,43.78,1000,mobilenetv2,4,2
restoration,64.0,210.0,0.6,20.938,43.89,1000,mobilenetv2,4,2
restoration,64.0,215.0,0.6,20.984,43.818,1000,mobilenetv2,4,2
restoration,64.0,220.0,0.6,20.904,43.782,1000,mobilenetv2,4,2
