method,num_clusters,pca_dim,alpha,top1_acc,top5_acc,seed,arch,w_bits,a_bits
no_restoration,,,,72.45600128173828,,1002,regnetx_3200m,2,4
restoration,64.0,1.0,0.6,72.752,91.432,1002,regnetx_3200m,2,4
restoration,64.0,5.0,0.6,72.81,91.458,1002,regnetx_3200m,2,4
restoration,64.0,10.0,0.6,72.77,91.392,1002,regnetx_3200m,2,4
restoration,64.0,15.0,0.6,72.774,91.364,1002,regnetx_3200m,2,4
restoration,64.0,20.0,0.6,72.812,91.41,1002,regnetx_3200m,2,4
restoration,64.0,25.0,0.6,72.784,91.404,1002,regnetx_3200m,2,4
restoration,64.0,30.0,0.6,72.808,91.422,1002,regnetx_3200m,2,4
restoration,64.0,35.0,0.6,72.806,91.414,1002,regnetx_3200m,2,4
restoration,64.0,40.0,0.6,72.778,91.402,1002,regnetx_3200m,2,4
restoration,64.0,45.0,0.6,72.788,91.406,1002,regnetx_3200m,2,4
restoration,64.0,50.0,0.6,72.806,91.354,1002,regnetx_3200m,2,4
restoration,64.0,55.0,0.6,72.774,91.38,1002,regnetx_3200m,2,4
restoration,64.0,60.0,0.6,72.802,91.36,1002,regnetx_3200m,2,4
restoration,64.0,65.0,0.6,72.828,91.382,1002,regnetx_3200m,2,4
restoration,64.0,70.0,0.6,72.796,91.4,1002,regnetx_3200m,2,4
restoration,64.0,75.0,0.6,72.838,91.378,1002,regnetx_3200m,2,4
restoration,64.0,80.0,0.6,72.836,91.366,1002,regnetx_3200m,2,4
restoration,64.0,85.0,0.6,72.824,91.404,1002,regnetx_3200m,2,4
restoration,64.0,90.0,0.6,72.824,91.41,1002,regnetx_3200m,2,4
restoration,64.0,95.0,0.6,72.816,91.372,1002,regnetx_3200m,2,4
restoration,64.0,100.0,0.6,72.824,91.412,1002,regnetx_3200m,2,4
restoration,64.0,105.0,0.6,72.822,91.424,1002,regnetx_3200m,2,4
restoration,64.0,110.0,0.6,72.806,91.346,1002,regnetx_3200m,2,4
restoration,64.0,115.0,0.6,72.852,91.41,1002,regnetx_3200m,2,4
restoration,64.0,120.0,0.6,72.852,91.4,1002,regnetx_3200m,2,4
restoration,64.0,125.0,0.6,72.832,91.42,1002,regnetx_3200m,2,4
restoration,64.0,130.0,0.6,72.828,91.394,1002,regnetx_3200m,2,4
restoration,64.0,135.0,0.6,72.868,91.394,1002,regnetx_3200m,2,4
restoration,64.0,140.0,0.6,72.852,91.44,1002,regnetx_3200m,2,4
restoration,64.0,145.0,0.6,72.812,91.386,1002,regnetx_3200m,2,4
restoration,64.0,150.0,0.6,72.83,91.38,1002,regnetx_3200m,2,4
restoration,64.0,155.0,0.6,72.818,91.368,1002,regnetx_3200m,2,4
restoration,64.0,160.0,0.6,72.842,91.426,1002,regnetx_3200m,2,4
restoration,64.0,165.0,0.6,72.812,91.404,1002,regnetx_3200m,2,4
restoration,64.0,170.0,0.6,72.858,91.414,1002,regnetx_3200m,2,4
restoration,64.0,175.0,0.6,72.848,91.448,1002,regnetx_3200m,2,4
restoration,64.0,180.0,0.6,72.828,91.37,1002,regnetx_3200m,2,4
restoration,64.0,185.0,0.6,72.794,91.382,1002,regnetx_3200m,2,4
restoration,64.0,190.0,0.6,72.8,91.41,1002,regnetx_3200m,2,4
restoration,64.0,195.0,0.6,72.828,91.422,1002,regnetx_3200m,2,4
restoration,64.0,200.0,0.6,72.87,91.388,1002,regnetx_3200m,2,4
restoration,64.0,205.0,0.6,72.83,91.402,1002,regnetx_3200m,2,4
restoration,64.0,210.0,0.6,72.852,91.41,1002,regnetx_3200m,2,4
restoration,64.0,215.0,0.6,72.796,91.38,1002,regnetx_3200m,2,4
restoration,64.0,220.0,0.6,72.832,91.416,1002,regnetx_3200m,2,4
