method,num_clusters,pca_dim,alpha,top1_acc,top5_acc,seed,arch,w_bits,a_bits
no_restoration,,,,19.847999572753906,,1002,mobilenetv2,4,2
restoration,64.0,1.0,0.6,19.96,42.396,1002,mobilenetv2,4,2
restoration,64.0,5.0,0.6,20.112,42.432,1002,mobilenetv2,4,2
restoration,64.0,10.0,0.6,19.996,42.414,1002,mobilenetv2,4,2
restoration,64.0,15.0,0.6,19.998,42.37,1002,mobilenetv2,4,2
restoration,64.0,20.0,0.6,20.056,42.316,1002,mobilenetv2,4,2
restoration,64.0,25.0,0.6,20.06,42.274,1002,mobilenetv2,4,2
restoration,64.0,30.0,0.6,20.056,42.296,1002,mobilenetv2,4,2
restoration,64.0,35.0,0.6,20.062,42.342,1002,mobilenetv2,4,2
restoration,64.0,40.0,0.6,20.086,42.36,1002,mobilenetv2,4,2
restoration,64.0,45.0,0.6,19.936,42.448,1002,mobilenetv2,4,2
restoration,64.0,50.0,0.6,19.962,42.304,1002,mobilenetv2,4,2
restoration,64.0,55.0,0.6,20.02,42.408,1002,mobilenetv2,4,2
restoration,64.0,60.0,0.6,20.084,42.456,1002,mobilenetv2,4,2
restoration,64.0,65.0,0.6,20.022,42.394,1002,mobilenetv2,4,2
restoration,64.0,70.0,0.6,20.04,42.398,1002,mobilenetv2,4,2
restoration,64.0,75.0,0.6,20.078,42.398,1002,mobilenetv2,4,2
restoration,64.0,80.0,0.6,20.018,42.398,1002,mobilenetv2,4,2
restoration,64.0,85.0,0.6,20.078,42.312,1002,mobilenetv2,4,2
restoration,64.0,90.0,0.6,20.064,42.358,1002,mobilenetv2,4,2
restoration,64.0,95.0,0.6,20.048,42.428,1002,mobilenetv2,4,2
restoration,64.0,100.0,0.6,20.026,42.34,1002,mobilenetv2,4,2
restoration,64.0,105.0,0.6,20.002,42.42,1002,mobilenetv2,4,2
restoration,64.0,110.0,0.6,20.032,42.376,1002,mobilenetv2,4,2
restoration,64.0,115.0,0.6,20.036,42.432,1002,mobilenetv2,4,2
restoration,64.0,120.0,0.6,20.05,42.286,1002,mobilenetv2,4,2
restoration,64.0,125.0,0.6,20.118,42.382,1002,mobilenetv2,4,2
restoration,64.0,130.0,0.6,20.02,42.404,1002,mobilenetv2,4,2
restoration,64.0,135.0,0.6,19.982,42.412,1002,mobilenetv2,4,2
restoration,64.0,140.0,0.6,19.978,42.402,1002,mobilenetv2,4,2
restoration,64.0,145.0,0.6,19.98,42.418,1002,mobilenetv2,4,2
restoration,64.0,150.0,0.6,20.002,42.338,1002,mobilenetv2,4,2
restoration,64.0,155.0,0.6,20.102,42.354,1002,mobilenetv2,4,2
restoration,64.0,160.0,0.6,20.082,42.36,1002,mobilenetv2,4,2
restoration,64.0,165.0,0.6,20.048,42.422,1002,mobilenetv2,4,2
restoration,64.0,170.0,0.6,20.028,42.328,1002,mobilenetv2,4,2
restoration,64.0,175.0,0.6,20.084,42.376,1002,mobilenetv2,4,2
restoration,64.0,180.0,0.6,20.054,42.372,1002,mobilenetv2,4,2
restoration,64.0,185.0,0.6,20.058,42.354,1002,mobilenetv2,4,2
restoration,64.0,190.0,0.6,20.038,42.458,1002,mobilenetv2,4,2
restoration,64.0,195.0,0.6,20.09,42.308,1002,mobilenetv2,4,2
restoration,64.0,200.0,0.6,20.016,42.334,1002,mobilenetv2,4,2
restoration,64.0,205.0,0.6,20.072,42.374,1002,mobilenetv2,4,2
restoration,64.0,210.0,0.6,20.046,42.384,1002,mobilenetv2,4,2
restoration,64.0,215.0,0.6,19.988,42.318,1002,mobilenetv2,4,2
restoration,64.0,220.0,0.6,19.98,42.422,1002,mobilenetv2,4,2
