method,num_clusters,pca_dim,alpha,top1_acc,top5_acc,seed,arch,w_bits,a_bits
no_restoration,,,,27.20599937438965,,1000,mnasnet,2,2
restoration,64.0,1.0,0.6,27.788,53.856,1000,mnasnet,2,2
restoration,64.0,5.0,0.6,28.096,54.194,1000,mnasnet,2,2
restoration,64.0,10.0,0.6,28.262,54.226,1000,mnasnet,2,2
restoration,64.0,15.0,0.6,28.366,54.18,1000,mnasnet,2,2
restoration,64.0,20.0,0.6,28.254,54.156,1000,mnasnet,2,2
restoration,64.0,25.0,0.6,28.34,54.118,1000,mnasnet,2,2
restoration,64.0,30.0,0.6,28.28,54.156,1000,mnasnet,2,2
restoration,64.0,35.0,0.6,28.306,54.136,1000,mnasnet,2,2
restoration,64.0,40.0,0.6,28.336,53.97,1000,mnasnet,2,2
restoration,64.0,45.0,0.6,28.36,54.028,1000,mnasnet,2,2
restoration,64.0,50.0,0.6,28.382,53.968,1000,mnasnet,2,2
restoration,64.0,55.0,0.6,28.284,53.984,1000,mnasnet,2,2
restoration,64.0,60.0,0.6,28.3,53.936,1000,mnasnet,2,2
restoration,64.0,65.0,0.6,28.336,54.118,1000,mnasnet,2,2
restoration,64.0,70.0,0.6,28.442,54.052,1000,mnasnet,2,2
restoration,64.0,75.0,0.6,28.342,53.978,1000,mnasnet,2,2
restoration,64.0,80.0,0.6,28.226,54.056,1000,mnasnet,2,2
restoration,64.0,85.0,0.6,28.278,54.044,1000,mnasnet,2,2
restoration,64.0,90.0,0.6,28.318,54.08,1000,mnasnet,2,2
restoration,64.0,95.0,0.6,28.314,54.098,1000,mnasnet,2,2
restoration,64.0,100.0,0.6,28.338,54.102,1000,mnasnet,2,2
restoration,64.0,105.0,0.6,28.344,54.034,1000,mnasnet,2,2
restoration,64.0,110.0,0.6,28.34,54.066,1000,mnasnet,2,2
restoration,64.0,115.0,0.6,28.26,54.04,1000,mnasnet,2,2
restoration,64.0,120.0,0.6,28.26,54.128,1000,mnasnet,2,2
restoration,64.0,125.0,0.6,28.218,54.096,1000,mnasnet,2,2
restoration,64.0,130.0,0.6,28.402,53.932,1000,mnasnet,2,2
restoration,64.0,135.0,0.6,28.238,53.996,1000,mnasnet,2,2
restoration,64.0,140.0,0.6,28.402,54.062,1000,mnasnet,2,2
restoration,64.0,145.0,0.6,28.334,53.976,1000,mnasnet,2,2
restoration,64.0,150.0,0.6,28.294,53.986,1000,mnasnet,2,2
restoration,64.0,155.0,0.6,28.308,54.044,1000,mnasnet,2,2
restoration,64.0,160.0,0.6,28.298,54.006,1000,mnasnet,2,2
restoration,64.0,165.0,0.6,28.278,54.014,1000,mnasnet,2,2
restoration,64.0,170.0,0.6,28.268,53.966,1000,mnasnet,2,2
restoration,64.0,175.0,0.6,28.318,53.97,1000,mnasnet,2,2
restoration,64.0,180.0,0.6,28.46,54.05,1000,mnasnet,2,2
restoration,64.0,185.0,0.6,28.318,54.03,1000,mnasnet,2,2
restoration,64.0,190.0,0.6,28.288,53.938,1000,mnasnet,2,2
restoration,64.0,195.0,0.6,28.368,53.968,1000,mnasnet,2,2
restoration,64.0,200.0,0.6,28.266,54.012,1000,mnasnet,2,2
restoration,64.0,205.0,0.6,28.286,54.006,1000,mnasnet,2,2
restoration,64.0,210.0,0.6,28.358,54.132,1000,mnasnet,2,2
restoration,64.0,215.0,0.6,28.272,54.074,1000,mnasnet,2,2
restoration,64.0,220.0,0.6,28.286,53.97,1000,mnasnet,2,2
