method,num_clusters,pca_dim,alpha,top1_acc,top5_acc,seed,arch,w_bits,a_bits
no_restoration,,,,70.93599700927734,,1000,regnetx_600m,4,4
restoration,64.0,1.0,0.6,70.96,90.054,1000,regnetx_600m,4,4
restoration,64.0,5.0,0.6,71.026,90.062,1000,regnetx_600m,4,4
restoration,64.0,10.0,0.6,71.044,90.096,1000,regnetx_600m,4,4
restoration,64.0,15.0,0.6,71.036,90.076,1000,regnetx_600m,4,4
restoration,64.0,20.0,0.6,71.02,90.066,1000,regnetx_600m,4,4
restoration,64.0,25.0,0.6,71.05,90.08,1000,regnetx_600m,4,4
restoration,64.0,30.0,0.6,71.006,90.088,1000,regnetx_600m,4,4
restoration,64.0,35.0,0.6,71.052,90.072,1000,regnetx_600m,4,4
restoration,64.0,40.0,0.6,71.046,90.058,1000,regnetx_600m,4,4
restoration,64.0,45.0,0.6,70.978,90.074,1000,regnetx_600m,4,4
restoration,64.0,50.0,0.6,70.978,90.076,1000,regnetx_600m,4,4
restoration,64.0,55.0,0.6,70.982,90.08,1000,regnetx_600m,4,4
restoration,64.0,60.0,0.6,70.986,90.086,1000,regnetx_600m,4,4
restoration,64.0,65.0,0.6,70.986,90.088,1000,regnetx_600m,4,4
restoration,64.0,70.0,0.6,70.996,90.088,1000,regnetx_600m,4,4
restoration,64.0,75.0,0.6,70.974,90.074,1000,regnetx_600m,4,4
restoration,64.0,80.0,0.6,71.044,90.078,1000,regnetx_600m,4,4
restoration,64.0,85.0,0.6,71.008,90.074,1000,regnetx_600m,4,4
restoration,64.0,90.0,0.6,71.012,90.086,1000,regnetx_600m,4,4
restoration,64.0,95.0,0.6,70.994,90.05,1000,regnetx_600m,4,4
restoration,64.0,100.0,0.6,70.974,90.078,1000,regnetx_600m,4,4
restoration,64.0,105.0,0.6,71.012,90.066,1000,regnetx_600m,4,4
restoration,64.0,110.0,0.6,70.97,90.056,1000,regnetx_600m,4,4
restoration,64.0,115.0,0.6,70.99,90.09,1000,regnetx_600m,4,4
restoration,64.0,120.0,0.6,70.98,90.096,1000,regnetx_600m,4,4
restoration,64.0,125.0,0.6,70.968,90.064,1000,regnetx_600m,4,4
restoration,64.0,130.0,0.6,70.976,90.09,1000,regnetx_600m,4,4
restoration,64.0,135.0,0.6,71.006,90.054,1000,regnetx_600m,4,4
restoration,64.0,140.0,0.6,70.956,90.084,1000,regnetx_600m,4,4
restoration,64.0,145.0,0.6,70.964,90.094,1000,regnetx_600m,4,4
restoration,64.0,150.0,0.6,70.97,90.082,1000,regnetx_600m,4,4
restoration,64.0,155.0,0.6,71.004,90.06,1000,regnetx_600m,4,4
restoration,64.0,160.0,0.6,71.002,90.056,1000,regnetx_600m,4,4
restoration,64.0,165.0,0.6,70.966,90.066,1000,regnetx_600m,4,4
restoration,64.0,170.0,0.6,70.992,90.038,1000,regnetx_600m,4,4
restoration,64.0,175.0,0.6,70.99,90.092,1000,regnetx_600m,4,4
restoration,64.0,180.0,0.6,71.022,90.054,1000,regnetx_600m,4,4
restoration,64.0,185.0,0.6,70.992,90.056,1000,regnetx_600m,4,4
restoration,64.0,190.0,0.6,70.96,90.088,1000,regnetx_600m,4,4
restoration,64.0,195.0,0.6,70.964,90.082,1000,regnetx_600m,4,4
restoration,64.0,200.0,0.6,70.954,90.066,1000,regnetx_600m,4,4
restoration,64.0,205.0,0.6,70.984,90.048,1000,regnetx_600m,4,4
restoration,64.0,210.0,0.6,70.998,90.082,1000,regnetx_600m,4,4
restoration,64.0,215.0,0.6,70.964,90.102,1000,regnetx_600m,4,4
restoration,64.0,220.0,0.6,71.0,90.082,1000,regnetx_600m,4,4
