method,num_clusters,pca_dim,alpha,top1_acc,top5_acc,seed,arch,w_bits,a_bits
no_restoration,,,,58.279998779296875,,1003,resnet18,4,2
restoration,64.0,50.0,0.5,58.314,82.014,1003,resnet18,4,2
